1408523718
    0	    0	    0	    0	    0	    0	    0	    0	    0	    0	-1111	 4.85	    0	0	
   30	    0	    0	    0	    0	    0	    0	    0	    0	    0	-1111	 12.3	    0	0	
   60	    0	    0	    0	    0	    0	    0	    0	    0	    0	-1111	 15.4	    0	0	
   90	    0	    0	    0	    0	    0	    0	    0	    0	    0	-1111	 18.3	    0	0	
  120	    0	    0	    0	    0	    0	    0	    0	    0	    0	-1111	 17.5	    0	0	
  150	    0	    0	    0	    0	    0	    0	    0	    0	    0	-1111	 18.5	    0	0	
  180	    0	    0	    0	    0	    0	    0	    0	    0	    0	-1111	 19.1	    0	0	
  210	    0	    0	    0	    0	    0	    0	    0	    0	    0	-1111	 19.2	    0	0	
  240	    0	    0	    0	    0	    0	    0	    0	    0	    0	-1111	   19	    0	0	
  270	    0	    0	    0	    0	    0	    0	    0	    0	    0	-1111	 18.5	    0	0	
  300	    0	    0	    0	    0	    0	    0	    0	    0	    0	-1111	 17.6	    0	0	
  330	    0	    0	    0	    0	    0	    0	    0	    0	    0	-1111	 16.8	    0	0	
  360	    0	    0	    0	    0	    0	    0	    0	    0	    0	-1111	 15.4	    0	0	
  390	    0	    0	    0	    0	    0	    0	    0	    0	    0	-1111	 14.1	    0	0	
  420	    0	    0	    0	    0	    0	    0	    0	    0	    0	-1111	 12.9	    0	0	
  450	    0	    0	    0	    0	    0	    0	    0	    0	    0	-1111	 11.5	    0	0	
  480	    0	    0	    0	    0	    0	    0	    0	    0	    0	-1111	 10.2	    0	0	
  510	    0	    0	    0	    0	    0	    0	    0	    0	    0	-1111	 8.94	    0	0	
  540	    0	    0	    0	    0	    0	    0	    0	    0	    0	-1111	 7.61	    0	0	
  570	    0	    0	    0	    0	    0	    0	    0	    0	    0	-1111	 6.69	    0	0	
  600	    0	    0	    0	    0	    0	    0	    0	    0	    0	-1111	 5.88	    0	0	
  630	    0	    0	    0	    0	    0	    0	    0	    0	    0	-1111	 5.21	    0	0	
  660	    0	    0	    0	    0	    0	    0	    0	    0	    0	-1111	 4.73	    0	0	
  690	    0	    0	    0	    0	    0	    0	    0	    0	    0	-1111	 4.22	    0	0	
  720	    0	    0	    0	    0	    0	    0	    0	    0	    0	-1111	 3.86	    0	0	
  750	    0	    0	    0	    0	    0	    0	    0	    0	    0	-1111	 3.69	    0	0	
  780	    0	    0	    0	    0	    0	    0	    0	    0	    0	-1111	  3.5	    0	0	
  810	    0	    0	    0	    0	    0	    0	    0	    0	    0	-1111	 3.43	    0	0	
  840	    0	    0	    0	    0	    0	    0	    0	    0	    0	-1111	 3.38	    0	0	
  870	    0	    0	    0	    0	    0	    0	    0	    0	    0	-1111	 3.43	    0	0	
  900	    0	    0	    0	    0	    0	    0	    0	    0	    0	-1111	 3.42	    0	0	
  930	    0	    0	    0	    0	    0	    0	    0	    0	    0	-1111	 3.45	    0	0	
  960	    0	    0	    0	    0	    0	    0	    0	    0	    0	-1111	 3.57	    0	0	
  990	    0	    0	    0	    0	    0	    0	    0	    0	    0	-1111	 3.72	    0	0	
 1020	    0	    0	    0	    0	    0	    0	    0	    0	    0	-1111	 3.92	    0	0	
 1050	    0	    0	    0	    0	    0	    0	    0	    0	    0	-1111	 4.06	    0	0	
 1080	    0	    0	    0	    0	    0	    0	    0	    0	    0	-1111	 4.24	    0	0	
 1110	    0	    0	    0	    0	    0	    0	    0	    0	    0	-1111	 4.47	    0	0	
 1140	    0	    0	    0	    0	    0	    0	    0	    0	    0	-1111	  4.6	    0	0	
 1170	    0	    0	    0	    0	    0	    0	    0	    0	    0	-1111	 4.81	    0	0	
 1200	    0	    0	    0	    0	    0	    0	    0	    0	    0	-1111	 5.05	    0	0	
 1230	    0	    0	    0	    0	    0	    0	    0	    0	    0	-1111	 5.32	    0	0	
 1260	    0	    0	    0	    0	    0	    0	    0	    0	    0	-1111	 5.65	    0	0	
 1290	    0	    0	    0	    0	    0	    0	    0	    0	    0	-1111	 5.85	    0	0	
 1320	    0	    0	    0	    0	    0	    0	    0	    0	    0	-1111	 6.17	    0	0	
 1350	    0	    0	    0	    0	    0	    0	    0	    0	    0	-1111	 6.45	    0	0	
 1380	    0	    0	    0	    0	    0	    0	    0	    0	    0	-1111	 6.72	    0	0	
 1410	    0	    0	    0	    0	    0	    0	    0	    0	    0	-1111	 6.85	    0	0	
 1440	    0	    0	    0	    0	    0	    0	    0	    0	    0	-1111	 6.97	    0	0	
 1470	    0	    0	    0	    0	    0	    0	    0	    0	    0	-1111	    7	    0	0	
 1500	    0	    0	    0	    0	    0	    0	    0	    0	    0	-1111	 7.06	    0	0	
 1530	    0	    0	    0	    0	    0	    0	    0	    0	    0	-1111	 7.05	    0	0	
 1560	    0	    0	    0	    0	    0	    0	    0	    0	    0	-1111	 7.01	    0	0	
 1590	    0	    0	    0	    0	    0	    0	    0	    0	    0	-1111	 6.94	    0	0	
 1620	    0	    0	    0	    0	    0	    0	    0	    0	    0	-1111	 6.94	    0	0	
 1650	    0	    0	    0	    0	    0	    0	    0	    0	    0	-1111	 6.97	    0	0	
 1680	    0	    0	    0	    0	    0	    0	    0	    0	    0	-1111	 6.81	    0	0	
 1710	    0	    0	    0	    0	    0	    0	    0	    0	    0	-1111	 6.75	    0	0	
